id,type,lat,lon,name,capacity,load,population_served,buffer_hours,provenance
pump_060,pump,23.2596132,77.4320258,,,,,6.0,observed
pump_061,pump,23.2605503,77.4215224,,,,,6.0,observed
pump_062,pump,23.2611349,77.4223024,,,,,6.0,observed
pump_063,pump,23.2509524,77.4682733,,,,,6.0,observed
pump_064,pump,23.2513461,77.4737982,,,,,6.0,observed
pump_065,pump,23.2517881,77.4753407,,,,,6.0,observed
pump_066,pump,23.2522571,77.4687381,,,,,6.0,observed
pump_067,pump,23.2526555,77.4609512,,,,,6.0,observed
pump_068,pump,23.2526647,77.4612143,,,,,6.0,observed
pump_069,pump,23.2569142,77.4623089,,,,,6.0,observed
pump_070,pump,23.259047,77.4598764,,,,,6.0,observed
pump_071,pump,23.2598727,77.4620244,,,,,6.0,observed
pump_072,pump,23.2590387,77.4647279,,,,,6.0,observed
pump_073,pump,23.2608605,77.4650965,,,,,6.0,observed
pump_074,pump,23.2614411,77.4618158,,,,,6.0,observed
pump_075,pump,23.2212424,77.4418673,,,,,6.0,observed
pump_076,pump,23.2332592,77.4357262,,,,,6.0,observed
pump_077,pump,23.2381085,77.4489504,,,,,6.0,observed
pump_078,pump,23.2376534,77.4551788,,,,,6.0,observed
pump_079,pump,23.2376655,77.4554254,,,,,6.0,observed
pump_080,pump,23.2377036,77.4516131,,,,,6.0,observed
pump_081,pump,23.2380532,77.4420436,,,,,6.0,observed
pump_082,pump,23.2445815,77.4544286,,,,,6.0,observed
pump_083,pump,23.2332077,77.4380278,,,,,6.0,observed
pump_084,pump,23.2341571,77.4390582,,,,,6.0,observed
pump_085,pump,23.2380527,77.4392089,,,,,6.0,observed
pump_086,pump,23.2364141,77.4049563,,,,,6.0,observed
pump_087,pump,23.2324106,77.3979723,,,,,6.0,observed
pump_088,pump,23.2373107,77.3816413,,,,,6.0,observed
pump_089,pump,23.2380942,77.3820601,,,,,6.0,observed
pump_090,pump,23.2407676,77.3917744,,,,,6.0,observed
pump_091,pump,23.25595,77.4023461,,,,,6.0,observed
pump_092,pump,23.2579399,77.393468,,,,,6.0,observed
pump_093,pump,23.2591566,77.3906118,,,,,6.0,observed
pump_094,pump,23.2694661,77.3851764,,,,,6.0,observed
pump_095,pump,23.2847812,77.3959563,,,,,6.0,observed
pump_096,pump,23.2477056,77.4343061,,,,,6.0,observed
pump_097,pump,23.2478207,77.4345673,,,,,6.0,observed
pump_098,pump,23.2502563,77.4332555,,,,,6.0,observed
pump_099,pump,23.2502667,77.4335433,,,,,6.0,observed
pump_100,pump,23.1630059,77.4205916,,,,,6.0,observed
pump_101,pump,23.1803547,77.4412304,Rishi Nagar Water Tank,,,,6.0,observed
pump_102,pump,23.2799419,77.4861302,,,,,6.0,observed
pump_103,pump,23.2554292,77.4472023,,,,,6.0,observed
